PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50,Std.Err(IC50),nH,%Inhibition at 5 uM,Mean High,STD Deviation High,Mean Low,STD Deviation Low
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,IC50 value determined using sigmoidal dose response equation,Standard Error of IC50 value,Hill coefficient determined using sigmoidal dose response equation,% inhibition of CYP2C9 in primary screening,Mean luminescence signal of negative controls in the corresponding plate,Standard deviation (n=64) of negative controls in the corresponding plate,Mean luminescence signal of positive controls in the corresponding plate,Standard deviation (n=64) of positive controls in the corresponding plate
RESULT_UNIT,,,,,,,,MICROMOLAR,MICROMOLAR,NONE,NONE,CPS,CPS,CPS,CPS
146,14743550,4675880,CN1C(=NN=C1SCC(=O)N2CCN(CC2)C3=CC=CC=C3)CC4=CC=CC5=CC=CC=C54,Inactive,0,,,,,,-68.2,65422,10333,297.33,301.88
147,17416241,729367,CCOC(=O)C1=C(SC(=C1)C2=CC=CC=C2)NC(=O)C(C)(C)C,Inactive,4,,,,,,11.8,65422,10333,297.33,301.88
148,14729757,1471583,C1COCCN1C2=NC(=CSC(=C2C#N)NC3=CC=CC=C3)C4=CC=C(C=C4)Br,Inactive,0,,,,,,-19.7,65422,10333,297.33,301.88
149,17414466,2203625,C1=CC=C(C=C1)CC(=O)NCC(=O)NCC(=O)OCC2=CC=CC=C2,Inactive,0,,,,,,-12.7,65422,10333,297.33,301.88
150,17411460,1475000,CSC1=NC(=CC(=N1)OC2=CC=CC(=C2)C(F)(F)F)C(F)(F)F,Inactive,0,,,,,,-3.8,65422,10333,297.33,301.88
151,17415179,1306963,COC1=CC(=C(C=C1)OC)NC2=NC(=NC3=CC=CC=C32)C4=CC(=CC=C4)[N+](=O)[O-],Inactive,9,,,,,,24.3,65422,10333,297.33,301.88
152,17414748,6858332,C1CCC(CC1)C2=NNC(=S)N2/N=C/C3=CC=CS3,Inactive,4,,,,,,10.9,65422,10333,297.33,301.88
153,17416008,1340199,CC1=CC(=C(C(=C1)C)CSC2=NC=C(N2)C3=CC=C(C=C3)[N+](=O)[O-])C,Active,26,,,,,,65,65422,10333,297.33,301.88
154,16953722,7409674,CCOC1=CC(=C(C=C1NC(=O)CC2=CC=CC=C2OC)OCC)N3CCOCC3,Inactive,1,,,,,,2.7,65422,10333,297.33,301.88
155,17416106,2892684,COC(=O)C1=CC(=CC(=C1)NS(=O)(=O)C2=CC(=C(C=C2)N3CCCCC3)[N+](=O)[O-])C(=O)OC,Inactive,8,,,,,,22.1,65422,10333,297.33,301.88
156,14743956,2095932,COC1=CC=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)N4CCCCC4,Inactive,2,,,,,,6.7,65422,10333,297.33,301.88
157,17415925,880099,CCOC(=O)N1CCN(CC1)C(=O)CSCC2=CC=CC=C2C,Inactive,12,,,,,,32,65422,10333,297.33,301.88
158,14743774,9551877,C1CN(CCN1CC(=O)NC(=O)NCC2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3,Active,24,,,,,,62.3,65422,10333,297.33,301.88
159,17416004,6875250,CC1=CC(=C(C(=C1)Cl)S(=O)(=O)N/N=C/C2=CC3=C(C=C2)OCO3)Cl,Active,38,,,,,,96.4,65422,10333,297.33,301.88
160,14745011,2531496,CC1=CN=C(C=N1)C(=O)NCC2=CC=C(C=C2)OC,Inactive,0,,,,,,0.7,65422,10333,297.33,301.88
161,17411090,2767998,C1CS(=O)(=O)CCN1CC2=CC(=C(C=C2)Cl)Cl,Inactive,0,,,,,,1.7,65422,10333,297.33,301.88
162,17414314,977926,C1CCC2=C(C1)C=CC(=C2)C(=O)COC3=CC=CC=C3Cl,Inactive,0,,,,,,-92.6,65422,10333,297.33,301.88
163,17414033,2204633,C1=CC=C(C(=C1)CC(=O)NCCSCC2=C(C=CC=C2Cl)F)[N+](=O)[O-],Inactive,0,,,,,,-6.1,65422,10333,297.33,301.88
164,17416011,2900835,CC(C1=CC=CC=C1)NC2=C(C=CC(=C2)N3CCCC3)[N+](=O)[O-],Inactive,2,,,,,,7.2,65422,10333,297.33,301.88
165,14744983,109673,CC1=C(C=CC(=C1)N)N2CCCC2.Cl,Inactive,0,,,,,,-2.1,65422,10333,297.33,301.88
166,17416111,1776011,CCCCC1(OC(=O)C(=CC2=CC=C(C=C2)N(C)C)C(=O)O1)C,Inactive,0,,,,,,-8.2,65422,10333,297.33,301.88
167,17415121,767504,C1=CC=C(C=C1)C2=C(N=C(N2)C3=CC=CS3)C4=CC=CC=C4,Inactive,0,,,,,,-15.9,65422,10333,297.33,301.88
168,17414861,6897216,CCOC1=CC=C(C=C1)C(=O)N/N=C/C2=CC=CC3=C2N=CC=C3,Inactive,0,,,,,,-42.6,65422,10333,297.33,301.88
169,17414862,2866900,C1CCN(C1)C2=CC(=C(C=C2)[N+](=O)[O-])NCC3=CC=CC=C3,Inactive,0,,,,,,-14,65422,10333,297.33,301.88
170,17410570,9594082,C/C(=N\NC(=S)N)/CC(=O)NC1=C(C=CC(=C1)Cl)Cl,Inactive,3,,,,,,8.7,65422,10333,297.33,301.88
171,17415042,6895293,COC1=CC(=C(C=C1)OC)/C=N/NC(=O)CCCC(=O)NC2=CC(=CC=C2)Br,Active,30,,,,,,75.4,65422,10333,297.33,301.88
172,17414686,682575,C/C(=C/C1=CC=CC=C1)/C=C/2\C(=O)N=C(S2)N3CCOCC3,Inactive,2,,,,,,6.4,65422,10333,297.33,301.88
173,17414868,5904739,COC1=C(C=C(C=C1)/C=N\NC(=O)C2C(CNC2=O)C3=CC=CC=C3)O,Inactive,0,,,,,,-2.5,65422,10333,297.33,301.88
174,17415113,5336690,CC1=C(C(=CC=C1)C)OCC(=O)N/N=C/C2=CC3=C(C=C2)OCO3,Inactive,2,,,,,,5.9,65422,10333,297.33,301.88
175,17414908,2951203,CC1=CC=C(C=C1)NC(=O)C(=O)NC(C)C2COC3=CC=CC=C3O2,Inactive,0,,,,,,-2.5,65422,10333,297.33,301.88
176,17414793,5337390,CC1=CC=C(C=C1)N2C(=CC(=C2C)/C=C(\C#N)/C(=O)NCC3CCCO3)C,Inactive,5,,,,,,13.8,65422,10333,297.33,301.88
177,17414824,5510122,C1=CC=C(C=C1)C2=NN(C=C2/C=N\NC(=O)C3=CC=C(O3)Br)C4=CC=CC=C4,Active,22,,,,,,57,65422,10333,297.33,301.88
178,17414813,2872637,COC1=CC=C(C=C1)N2C(=O)CC(C2=O)N(CC(=O)OC)C(=S)NC3=CC=CC=C3,Inactive,1,,,,,,4.7,65422,10333,297.33,301.88
179,17415109,1015429,CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=CS3,Active,30,,,,,,77,65422,10333,297.33,301.88
180,17414961,1290765,CC1=CC(=C(C(=C1)C)S(=O)(=O)NC2=CC=C3CCC4=C3C2=CC=C4)C,Inactive,0,,,,,,-6.1,65422,10333,297.33,301.88
181,17387827,840919,CC1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC=C(S2)C)/C#N,Inactive,1,,,,,,3.8,65422,10333,297.33,301.88
182,17387661,1211604,COC(=O)C1=CC=CC=C1OCC(=O)N2CCN(CC2)C3=CC=C(C=C3)Cl,Inactive,0,,,,,,-12.7,65422,10333,297.33,301.88
183,17387657,6876234,C1=CC=C(C=C1)/C=C/C=N/NC(=O)C2=CC3=C(O2)C=CC4=CC=CC=C43,Inactive,0,,,,,,-9.6,65422,10333,297.33,301.88
184,17414792,2900701,CC1=CC=CC=C1OCCNC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],Inactive,14,,,,,,37.2,65422,10333,297.33,301.88
185,17387991,7832117,C1C2CC3CC1CC(C2)(C3)N4N=C(N=N4)C5=CC(=CC=C5)[N+](=O)[O-],Inactive,0,,,,,,-7.7,65422,10333,297.33,301.88
186,17387940,903470,CN1CCN(CC1)NC(=O)C2=CC(=CC=C2)F,Inactive,0,,,,,,-24.9,65422,10333,297.33,301.88
187,17387987,901979,CCCN1C(=NC(=C1S(=O)(=O)C2=CC=CC=C2)[N+](=O)[O-])CC,Inactive,7,,,,,,17.9,65422,10333,297.33,301.88
188,17387990,1013515,CC1=CC(=CC=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC5=C(C=C4)OCCO5,Active,24,,,,,,60.2,65422,10333,297.33,301.88
189,17415178,962079,CC1=CC(=C(C=C1)C(=O)NC(=S)NC2=CC3=C(C=C2)OCCO3)C,Inactive,0,,,,,,-78.9,65422,10333,297.33,301.88
190,17415077,1365490,CC1=C(C2=C(O1)C=CC(=C2)N(C(=O)C3=CC=NC=C3)S(=O)(=O)C4=CC=CC=C4)C(=O)OC,Active,30,,,,,,76.9,65422,10333,297.33,301.88
191,17414867,5336669,C1C(OC2=CC3=CC=CC=C3C=C2O1)C(=O)N/N=C\C4=CC=C(O4)C5=CC=CC=C5[N+](=O)[O-],Active,21,,,,,,52.6,65422,10333,297.33,301.88
192,17415150,135438770,C1=CC=C(C(=C1)NC(=O)C(=O)N/N=C/C2=C(C=CC(=C2)Br)O)OC(C(F)F)(F)F,Inactive,0,,,,,,-14,65422,10333,297.33,301.88
193,17414902,2951293,CC(C)C(=O)NCCC1=NC2=CC=CC=C2N1CCCOC3=CC=C(C=C3)Cl,Active,30,,,,,,77.1,65422,10333,297.33,301.88
194,17414960,1214397,CCCC(=O)NC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C(F)(F)F)Cl,Inactive,0,,,,,,-47.9,65422,10333,297.33,301.88
195,17414732,2951678,CCC1(C2C1(C(=O)OC3=C2C=C(C=C3)Br)C(=O)N4CCOCC4)C(=O)C5=CC=CC=C5,Inactive,0,,,,,,1.1,65422,10333,297.33,301.88
196,17415013,1039688,C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)Br,Inactive,3,,,,,,8.9,65422,10333,297.33,301.88
197,17414953,2951358,CC(C)(C)C(=O)NCCCC1=NC2=CC=CC=C2N1CCCOC3=CC=C(C=C3)Cl,Active,33,,,,,,84.5,65422,10333,297.33,301.88
198,17414733,2201256,CC(C)COC(=O)NC1=NN=C(S1)SCCOC2=CC=CC=C2,Inactive,9,,,,,,23.8,65422,10333,297.33,301.88
199,14734448,1242853,C1CCC(CC1)NC(=O)NC2=CC3=C(C=C2)N4CCN(CC4=N3)C5CCCCC5,Inactive,12,,,,,,30,65422,10333,297.33,301.88
200,14732048,2981801,COC1=CC(=C(C=C1NC(=O)C2=NN3C(=CC(=NC3=C2)C4CC4)C(F)(F)F)OC)Cl,Inactive,13,,,,,,32.6,65422,10333,297.33,301.88
201,17414967,1928873,CC1=CC(=NN1)C(=O)N/N=C/C=C/C2=CC3=C(C=C2)OCO3,Inactive,2,,,,,,5.1,65422,10333,297.33,301.88
202,17414909,977124,CC1=CC(=CC=C1)NC(=S)NC2=CC=C(C=C2)Br,Inactive,0,,,,,,2.2,65422,10333,297.33,301.88
203,17414988,2201052,COC1=CC=C(C=C1)NC(=S)NC2=CC=C(C=C2)OC3=CC=CC=C3,Inactive,0,,,,,,-15.5,65422,10333,297.33,301.88
204,17414881,2951140,CCC1(CC(CCO1)(CCNS(=O)(=O)C2=CC=C(C=C2)C)C3=CC=C(C=C3)C)C,Active,21,,,,,,53.3,65422,10333,297.33,301.88
205,17414966,5508807,CC\1=NNC(=O)/C1=C\C2=CN(N=C2C3=CC=C(C=C3)Cl)C4=CC=CC=C4,Inactive,8,,,,,,21.6,65422,10333,297.33,301.88
206,17414794,565786,C1=CC=C(C(=C1)C(=O)C2=C(C=CC(=C2)Cl)NC(=O)C3=CC=CO3)Cl,Inactive,0,,,,,,-7.1,65422,10333,297.33,301.88
207,17414812,2872558,COC1=CC=C(C=C1)N2C(=O)CC(C2=O)N(CC(=O)OC)C(=S)NC3=CC=C(C=C3)Cl,Inactive,17,,,,,,43.6,65422,10333,297.33,301.88
208,17414864,135411528,C1=CC(=C(C=C1Cl)Cl)CN2C=CC(=N2)C(=O)N/N=C/C3=CNC4=C3C=C(C=C4)Br,Inactive,14,,,,,,35,65422,10333,297.33,301.88
209,17414571,2866969,CCOC1=CC=CC=C1NC2=CC(=O)CC(C2)C3=CC=CC=C3,Inactive,2,,,,,,7,65422,10333,297.33,301.88
210,17415041,877385,CC1=CC=C(C=C1)NCCC(=O)C2=CC(=C(C=C2)Cl)Cl,Inactive,7,,,,,,19.1,65422,10333,297.33,301.88
211,17414712,877320,CC1=CC=C(C=C1)NCCC(=O)C2=CC=C(C=C2)Br,Inactive,6,,,,,,16.3,65422,10333,297.33,301.88
212,14732599,1252650,CC1=CC=CC=C1NC(=O)CSC2=NC(=NC(=N2)N3CCCCC3)N4CCCCC4,Inactive,5,,,,,,14.4,65422,10333,297.33,301.88
213,17414998,2951670,CCN1C2=C(C=C(C=C2)NC(=O)C(C)OC3=CC=C(C=C3)OC)C4=CC=CC=C41,Inactive,19,,,,,,48.5,65422,10333,297.33,301.88
214,17414726,6343598,CCOC(=O)C1=CC=C(C=C1)N/C(=N\S(=O)(=O)C2=CC=CC=C2C)/C3=CC=CC=C3,Inactive,12,,,,,,31.4,65422,10333,297.33,301.88
215,17414907,2951212,CCCNC1=C(C2=NC3=CC=CC=C3C(=C2C(=C1F)F)C)F,Inactive,0,,,,,,-4.3,65422,10333,297.33,301.88
216,17414702,1395233,C1CCN(C1)C2=C(C=C(C=C2)C(F)(F)F)NC(=O)COC3=CC=CC=C3,Inactive,7,,,,,,17.6,65422,10333,297.33,301.88
217,17415126,1278144,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3N=C2SCC4=CC=C(C=C4)[N+](=O)[O-],Inactive,15,,,,,,37.9,65422,10333,297.33,301.88
218,17414872,421269,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2C3=CC=CC=C3C(=O)O,Inactive,0,,,,,,-7.9,65422,10333,297.33,301.88
219,17415110,977111,CC1CCN(CC1)C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=CO3,Inactive,0,,,,,,-0.1,65422,10333,297.33,301.88
220,17414990,2951296,CCCCNCC1=CC(=C(C(=C1)Br)OCC2=CC=CS2)OC.Cl,Inactive,0,,,,,,-5.3,65422,10333,297.33,301.88
221,17415114,2876706,C1=CC=C(C=C1)COCC(CN2C=NC3=CC=CC=C32)O,Inactive,0,,,,,,-6.8,65422,10333,297.33,301.88
222,17414865,6897238,CC1=CC=C(C=C1)C2=NN(C=C2/C=N/NC(=O)C3=CC=C(O3)Br)C4=CC=CC=C4,Active,20,,,,,,52.3,65422,10333,297.33,301.88
223,17414866,6897243,COC1=CC=C(C=C1)C2=NN(C=C2/C=N/NC(=O)C3=CC=C(O3)Br)C4=CC=CC=C4,Active,25,,,,,,63,65422,10333,297.33,301.88
224,17415111,2872566,CC1=C(C=C(C=C1)S(=O)(=O)N2C=NC3=C2C=CC(=C3)[N+](=O)[O-])C,Inactive,0,,,,,,-7,65422,10333,297.33,301.88
225,17414904,2200945,C1=CC(=CC(=C1)NC(=S)NC2=C(C=C(C=C2)Cl)Cl)C(F)(F)F,Inactive,0,,,,,,-23.9,65422,10333,297.33,301.88
226,17414955,2951421,COC1=CC=C(C=C1)C(CC(=O)NC2=CC=C(C=C2)F)C3=CC=CC=C3,Inactive,15,,,,,,39.8,65422,10333,297.33,301.88
227,17414934,977015,C1=CC(=CC(=C1)NC(=S)NC2=CC(=CC=C2)Cl)C(F)(F)F,Inactive,0,,,,,,-83,65422,10333,297.33,301.88
228,17415151,877403,CC1=CC=C(C=C1)NCCC(=O)C2=CC=C(C=C2)Cl,Inactive,11,,,,,,27.8,65422,10333,297.33,301.88
229,17415036,683975,C1=CC(=CC(=C1)Cl)NCCC(=O)C2=CC=CS2,Inactive,5,,,,,,13.4,65422,10333,297.33,301.88
230,17414869,135411552,CC1=NN=C(N1C2=CC=CC=C2)SCC(=O)N/N=C/C3=C(C=CC(=C3)OC)O,Inactive,0,,,,,,-11.2,65422,10333,297.33,301.88
231,17414870,11958898,CC1CCC(C(C1)OCC(CN2CCN(CC2)CC3=CC=CC=C3)O)C(C)C.Cl,Inactive,0,,,,,,-18.5,65422,10333,297.33,301.88
232,17414957,977219,CC(C)(C)NC(=O)C1=CC(=CC=C1)NC(=O)CSC2=CC=CC=C2,Inactive,13,,,,,,34.8,65422,10333,297.33,301.88
233,17414701,977269,CN1C(=NN=N1)SCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3F,Inactive,0,,,,,,-26.3,65422,10333,297.33,301.88
234,17414572,1365238,CCOC1=C(C=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=NC4=CC=CC=C4N3)C)[N+](=O)[O-],Active,25,,,,,,64.9,65422,10333,297.33,301.88
235,17414863,135411527,COC1=CC=CC(=C1O)/C=N\NC(=O)C2C(CNC2=O)C3=CC=CC=C3,Inactive,0,,,,,,-7.9,65422,10333,297.33,301.88
236,17414876,1552907,CCCCN(CCCC)CC1OCC2=CC=CC=C2CO1,Inactive,0,,,,,,0.8,65422,10333,297.33,301.88
237,17414936,2950899,COC1=CC2=C(C=C1)OC3=CC=CC=C3C2C4C(=O)CCCC4=O,Active,25,,,,,,64.1,65422,10333,297.33,301.88
238,17414871,162076,CC1=C(C=CC(=C1)C2(C3=CC=CC=C3NC2=O)C4=CC(=C(C=C4)O)C)O,Inactive,13,,,,,,33.7,65422,10333,297.33,301.88
239,17415025,2876963,CC(C)C(=O)NC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C=CC3=CC=CC=C32)O,Inactive,3,,,,,,9.1,65422,10333,297.33,301.88
240,17414725,1289331,C1=CC=C(C=C1)OC2=CC=CC=C2NC(=S)NC3=C(C=C(C=C3)Cl)Cl,Inactive,0,,,,,,-11.4,65422,10333,297.33,301.88
241,17414937,1289003,COC1=CC=C(C=C1)NC(=O)C2=CN(N=C2C3=CC4=CC=CC=C4O3)C5=CC=CC=C5,Inactive,19,,,,,,47.8,65422,10333,297.33,301.88
242,17414933,977048,CC1=CC=C(C=C1)NC(=S)NC2=CC=C(C=C2)Br,Inactive,6,,,,,,16.2,65422,10333,297.33,301.88
243,17415131,2876517,CC(C(C(=O)NC1=CC=CC=C1OC)NC(=O)OC(C)(C)C)OCC2=CC=CC=C2,Inactive,9,,,,,,23.2,65422,10333,297.33,301.88
244,17415130,2876564,CC1=CC(=NC2=C1C3=CC=CC=C3C=C2)C4=CC(=CC=C4)[N+](=O)[O-].Cl,Inactive,0,,,,,,-11.2,65422,10333,297.33,301.88
245,17414860,2866864,COC1=CC=C(C=C1)CCN(C2CC(=O)N(C2=O)C3=CC=CC=C3)C(=S)NC4=CC=CC=C4,Inactive,0,,,,,,-4.8,65422,10333,297.33,301.88
246,14727181,974364,C1CN(CCN1C2=NC=CC=N2)C(=O)C3=C(C=C(C=C3)F)F,Inactive,0,,,,,,-3,65422,10333,297.33,301.88
247,14724168,743725,CC1=C(C=CC(=C1)F)NCC2=CN=CC=C2,Inactive,0,,,,,,-7.9,65422,10333,297.33,301.88
248,14727300,3212635,CC1=CC=C(C=C1)C2=NN=C(S2)N(CCOC)C(=O)C3CC3,Inactive,4,,,,,,11.1,65422,10333,297.33,301.88
249,14727299,3212968,CC(C)N1C(=NN=N1)SCC(=O)NCCC2=CC=CC=C2,Inactive,0,,,,,,-0.6,65422,10333,297.33,301.88
250,14727174,1094866,C1CC(=O)N(C1)C2=CC=C(C=C2)CNC(=O)NC3=CC=CC4=CC=CC=C43,Inactive,0,,,,,,-25.3,65422,10333,297.33,301.88
251,14724145,627326,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)Br)N,Inactive,4,,,,,,10,65422,10333,297.33,301.88
252,14724165,3127806,CC1=CC(=NN1CC(COC2=CC=CC=C2)O)C,Inactive,12,,,,,,32,65422,10333,297.33,301.88
253,14724156,1732676,CC1=CC(=CC=C1)OCCSC2=NC=NC3=C2NC=N3,Inactive,0,,,,,,-15.4,65422,10333,297.33,301.88
254,14727178,1091610,CC(C)C(=O)N1CCN(CC1)C2=CC=CC=C2NC(=O)C3=CC(=CC=C3)Cl,Inactive,12,,,,,,30.4,65422,10333,297.33,301.88
255,14727185,1454452,CC1=CC(=CC=C1)NC2=NCC(=O)N2CCC3=CC=CC=C3,Inactive,0,,,,,,2.3,65422,10333,297.33,301.88
256,14724097,839616,C1COCCN1C(=O)C2=CC=C(C=C2)NC(=O)NC3=CC=CC=C3,Inactive,5,,,,,,13.1,65422,10333,297.33,301.88
257,14724113,702159,CC1=CC(=C(C=C1)OC(=O)C)N2N=C3C=CC=CC3=N2,Inactive,8,,,,,,20.9,65422,10333,297.33,301.88
258,14724120,1206525,CC1=CC(=C(C=C1)NC(=O)CSC2=NN=C(O2)CN3C=NC4=CC=CC=C43)C,Inactive,3,,,,,,9.7,65422,10333,297.33,301.88
259,14724104,785832,C1CCN(C1)C(=O)C2=CC3=C(C=C2)OCO3,Inactive,0,,,,,,-3.6,65422,10333,297.33,301.88
260,14724114,5331193,C1=CC=C(C=C1)/C=C/C2=CC(=NC=N2)/C=C/C3=CC=CC=C3,Inactive,0,,,,,,-4.3,65422,10333,297.33,301.88
261,14724098,3127913,CC1=CC(=C(C(=C1)C)NC(=O)C2CCCN2C)C,Inactive,0,,,,,,-15.1,65422,10333,297.33,301.88
262,14727182,886209,CCOC(=O)C1=C(N=C(S1)N(C)C(=O)C)C,Inactive,0,,,,,,-9.6,65422,10333,297.33,301.88
263,14724101,5770181,CCOC(=O)CN(C1=CC=CC=C1)C(=O)CSC2=NC3=C(C4=C(N3)C=CC(=C4)F)N=N2,Active,29,,,,,,74.9,65422,10333,297.33,301.88
264,14724132,746405,CC1(CC2=C(C=CC3=CC=CC=C23)C(=O)N1)C,Inactive,0,,,,,,-51.5,65422,10333,297.33,301.88
265,14724143,2877325,C1=CC=C(C=C1)SC2=NC=NC3=C2OC4=CC=CC=C43,Inactive,0,,,,,,-16.3,65422,10333,297.33,301.88
266,14724159,1147951,C1CN(CCN1C(=O)C2=CC=CS2)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,4,,,,,,11.8,65422,10333,297.33,301.88
267,14724166,780419,CCOC(=O)C1=C(C=C(N2C1=NC3=CC=CC=C32)C)C,Inactive,0,,,,,,-23.6,65422,10333,297.33,301.88
268,14721846,3224621,CC(C)(C)NC(=O)CN1C2=CC=CC=C2N=C1SCC(=O)N,Inactive,0,,,,,,-15.8,65422,10333,297.33,301.88
269,14724099,199391,C1=CC=C(C=C1)N(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N,Active,21,,,,,,54.2,65422,10333,297.33,301.88
270,14724106,860258,CN1C(=NN=C1SCC(=O)NCCC2=CC=CC=C2)C3=CC=CO3,Inactive,0,,,,,,-14.6,65422,10333,297.33,301.88
271,14724122,793672,COC1=CC=C(C=C1)NC2=NC(=CS2)C3=CC=CS3,Inactive,0,,,,,,-5.3,65422,10333,297.33,301.88
272,14724130,728759,CC1=CC(=C(C=C1C(=O)C2=CC=CC=C2)F)N3CCOCC3,Inactive,5,,,,,,13.1,65422,10333,297.33,301.88
273,14721949,3218481,CC1=CC(=CC=C1)C(=O)NC2CCN(CC2)C(=O)N3CCOCC3,Inactive,0,,,,,,-12.4,65422,10333,297.33,301.88
274,14721864,3210757,CC1=CC(=NO1)NC(=O)CCC(=O)N(CC2=CC=CS2)C(C3=CN=CC=C3)C(=O)NC4CCCC4,Inactive,12,,,,,,31.5,65422,10333,297.33,301.88
275,14721879,3150628,COC1=CC=C(C=C1)C(CC=C)NCC2=CC=CO2,Inactive,0,,,,,,-14.6,65422,10333,297.33,301.88
276,14721885,966752,COC1=C(C=C(C=C1)C(=O)NC2=C(C=C(C=C2)F)F)OC,Inactive,0,,,,,,-25.2,65422,10333,297.33,301.88
277,14721872,2970498,COC1=CC=C(C=C1)C2=NN=C(S2)NC(=O)C3CCCO3,Inactive,0,,,,,,-27.3,65422,10333,297.33,301.88
278,14721878,1460398,CC1=CC(=CC=C1)N(CC(=O)NC2CCCC2)C(=O)C3=C(ON=C3C)C,Inactive,11,,,,,,28.4,65422,10333,297.33,301.88
279,14721873,1460386,CC1=C(C(=CC=C1)C)NC(=O)CS(=O)CC(=O)NC2=C(C=C(C=C2)F)F,Inactive,1,,,,,,3.7,65422,10333,297.33,301.88
280,14721845,3218764,CCCNC(=S)N1CCC(CC1)NC(=O)C2CCCCC2,Inactive,0,,,,,,-26.2,65422,10333,297.33,301.88
281,14721852,3218232,CC(=O)NC1CC2CCCC(C1)N2C(=O)NC3=CC=CC=C3,Inactive,0,,,,,,-23.4,65422,10333,297.33,301.88
282,14724136,2896365,CC1=C(N(C2=CC=CC=C12)CC(CN3CCCCC3)O)C.C(=O)(C(=O)O)O,Inactive,0,,,,,,-13.5,65422,10333,297.33,301.88
283,14727276,3231725,COC1=CC=C(C=C1)CN2C=CC=C(C2=O)NC(=O)NC3=CC=CC(=C3)C#N,Inactive,2,,,,,,5.4,65422,10333,297.33,301.88
284,14727172,1371243,COC1=C(C=CC(=C1)NC(=O)C2=CC=CC=C2Cl)NC(=O)C3=CC=CO3,Inactive,4,,,,,,11.9,65422,10333,297.33,301.88
285,14724125,9549475,C1CC(OC1)CNCC(CN2C3=C(C=C(C=C3)Cl)C4=C2C=CC(=C4)Cl)O.C1=CC=C(C=C1)C(=O)O,Inactive,0,,,,,,-10.5,65422,10333,297.33,301.88
286,14724152,738764,CC1=CC2=C(C=C1)N=C(O2)C3=CC(=CC(=C3)N)N,Inactive,0,,,,,,-10.8,65422,10333,297.33,301.88
287,14727332,9549629,CCSC1=NN=C(O1)C(CC2=CC=CC=C2)N.Cl,Inactive,0,,,,,,-16.2,65422,10333,297.33,301.88
288,14727277,4714847,C1=CC=C(C=C1)CN2C(=NOC2=O)C3=CC=CS3,Inactive,1,,,,,,4.9,65422,10333,297.33,301.88
289,14727179,3225147,C1CN(CCN1C2=NC3=CC=CC=C3S2)C(=O)C4=CC5=C(N4CC6=CC=CC=C6)C=CS5,Active,21,,,,,,53.4,65422,10333,297.33,301.88
290,14727171,9549620,COC1=CC=C(C=C1)NC2=NCC(=O)N2C3=CC=CC=C3F.Cl,Inactive,0,,,,,,-16.7,65422,10333,297.33,301.88
291,14742515,5822166,CC1=C(C(=O)C2=C(O1)C(=C(C=C2)O)CN3CCOCC3)OC4=CC=C(C=C4)OC,Inactive,1,,,,,,3.3,65422,10333,297.33,301.88
292,14722202,3229592,CC(C(=O)NC1=CC=CC=C1C2=CC=CC=C2)NC3CCCC3,Inactive,3,,,,,,7.7,65422,10333,297.33,301.88
293,14722148,3227517,CCC(C)C(=O)NC1=NC(=CS1)C2=CC3=C(C=C2)OCC(=O)N3,Inactive,5,,,,,,13.5,65422,10333,297.33,301.88
294,14722164,1094080,CC1=C(C=CN=C1CSC2=NC3=CC=CC=C3N2)OCC(F)(F)F,Inactive,17,,,,,,42.8,65422,10333,297.33,301.88
295,14722086,9549422,CC1CC(CN(C1)CC(=O)NC2=CC3=C(C=C2)OCCO3)C.C(=O)(C(=O)O)O,Inactive,1,,,,,,4.1,65422,10333,297.33,301.88
296,14722172,2952447,C1CN(CCN1CC2=CC=CC=C2)C(=O)C3=CC4=C(C=C3)OCCO4.Cl,Inactive,0,,,,,,-15.1,65422,10333,297.33,301.88
297,14722161,701332,CCOC(=O)N1CCN(CC1)C(=O)NC2CCCCC2,Inactive,0,,,,,,-21.1,65422,10333,297.33,301.88
